ID,String,Draw,Pick,Creator,V1,V2,Watermark,White
208,Not contributing to society in any meaningful way.,,,NULL,FALSE,FALSE,X3,TRUE
209,The hardworking Mexican.,,,NULL,TRUE,TRUE,NULL,TRUE
210,Natalie Portman.,,,NULL,TRUE,TRUE,NULL,TRUE
211,Waking up half-naked in a Denny's parking lot.,,,NULL,TRUE,TRUE,NULL,TRUE
212,Nipple blades.,,,NULL,TRUE,TRUE,NULL,TRUE
213,Assless chaps.,,,NULL,TRUE,TRUE,NULL,TRUE
214,Full frontal nudity.,,,NULL,TRUE,TRUE,NULL,TRUE
215,Hulk Hogan.,,,NULL,TRUE,TRUE,NULL,TRUE
216,Passive-agression.,,,NULL,TRUE,FALSE,1.1,TRUE
217,Paying the iron price.,,,NULL,FALSE,FALSE,X3,TRUE
217,Ronald Reagan.,,,NULL,TRUE,TRUE,NULL,TRUE
218,Vehicular manslaughter.,,,NULL,TRUE,TRUE,NULL,TRUE
219,Menstruation.,,,NULL,TRUE,TRUE,NULL,TRUE
220,Pulling out.,,,NULL,TRUE,TRUE,NULL,TRUE
221,Picking up girls at the abortion clinic.,,,NULL,TRUE,TRUE,NULL,TRUE
222,The homosexual agenda.,,,NULL,TRUE,TRUE,NULL,TRUE
223,The Holy Bible.,,,NULL,TRUE,TRUE,NULL,TRUE
224,World peace.,,,NULL,TRUE,TRUE,NULL,TRUE
225,Dropping a chandelier on your enemies and riding the rope up.,,,NULL,TRUE,TRUE,NULL,TRUE
226,Testicular torsion.,,,NULL,TRUE,TRUE,NULL,TRUE
227,The milk man.,,,NULL,TRUE,TRUE,NULL,TRUE
228,A time travel paradox.,,,NULL,TRUE,TRUE,NULL,TRUE
229,Hot Pockets.,,,NULL,TRUE,TRUE,NULL,TRUE
230,Guys who don't call.,,,NULL,TRUE,TRUE,NULL,TRUE
231,Eating the last known bison.,,,NULL,TRUE,TRUE,NULL,TRUE
232,Darth Vader.,,,NULL,TRUE,TRUE,NULL,TRUE
232,Eating Tom Selleck's mustache to gain his powers.,,,NULL,FALSE,FALSE,X3,TRUE
233,Scalping.,,,NULL,TRUE,TRUE,NULL,TRUE
234,Homeless people.,,,NULL,TRUE,TRUE,NULL,TRUE
235,The World of Warcraft.,,,NULL,TRUE,TRUE,NULL,TRUE
236,Gloryholes.,,,NULL,TRUE,TRUE,NULL,TRUE
237,Saxophone solos.,,,NULL,TRUE,TRUE,NULL,TRUE
238,Sean Connery.,,,NULL,TRUE,TRUE,NULL,TRUE
239,God.,,,NULL,TRUE,TRUE,NULL,TRUE
240,Intelligent design.,,,NULL,TRUE,TRUE,NULL,TRUE
241,The taint; the grundle; the fleshy fun-bridge.,,,NULL,TRUE,TRUE,NULL,TRUE
242,Friendly fire.,,,NULL,TRUE,TRUE,NULL,TRUE
243,Keg stands.,,,NULL,TRUE,TRUE,NULL,TRUE
244,Eugenics.,,,NULL,TRUE,TRUE,NULL,TRUE
245,A good sniff.,,,NULL,TRUE,TRUE,NULL,TRUE
246,Lockjaw.,,,NULL,TRUE,TRUE,NULL,TRUE
247,A neglected Tamagotchi.,,,NULL,TRUE,FALSE,1.1,TRUE
248,The People's Elbow.,,,NULL,TRUE,FALSE,1.1,TRUE
249,"Robert Downey, Jr.",,,NULL,TRUE,TRUE,NULL,TRUE
250,The heart of a child.,,,NULL,TRUE,TRUE,NULL,TRUE
251,Seduction.,,,NULL,TRUE,TRUE,NULL,TRUE
252,Self-flagellation.,,,NULL,FALSE,FALSE,X3,TRUE
252,Smallpox blankets.,,,NULL,TRUE,TRUE,NULL,TRUE
253,Licking things to claim them as your own.,,,NULL,TRUE,TRUE,NULL,TRUE
253,Smashing all the pottery in a Pottery Barn in search of rupees.,,,NULL,FALSE,FALSE,X3,TRUE
254,A salty surprise.,,,NULL,TRUE,TRUE,NULL,TRUE
255,Poorly-timed Holocaust jokes.,,,NULL,TRUE,TRUE,NULL,TRUE
256,My soul.,,,NULL,TRUE,TRUE,NULL,TRUE
257,My sex life.,,,NULL,TRUE,TRUE,NULL,TRUE
258,Pterodactyl eggs.,,,NULL,TRUE,TRUE,NULL,TRUE
259,Altar boys.,,,NULL,TRUE,TRUE,NULL,TRUE
260,Forgetting the Alamo.,,,NULL,TRUE,TRUE,NULL,TRUE
261,72 virgins.,,,NULL,TRUE,TRUE,NULL,TRUE
262,Raping and pillaging.,,,NULL,TRUE,TRUE,NULL,TRUE
263,Pedophiles.,,,NULL,TRUE,TRUE,NULL,TRUE
264,Eastern European Turbo-Folk music.,,,NULL,TRUE,FALSE,1.1,TRUE
265,A snapping turtle biting the tip of your penis.,,,NULL,TRUE,TRUE,NULL,TRUE
266,Pabst Blue Ribbon.,,,NULL,TRUE,TRUE,NULL,TRUE
267,Domino's Oreo Dessert Pizza.,,,NULL,TRUE,TRUE,NULL,TRUE
268,My collection of high-tech sex toys.,,,NULL,TRUE,TRUE,NULL,TRUE
269,A middle-aged man on roller skates.,,,NULL,TRUE,TRUE,NULL,TRUE
270,The Blood of Christ.,,,NULL,TRUE,TRUE,NULL,TRUE
271,Half-assed foreplay.,,,NULL,TRUE,TRUE,NULL,TRUE
272,Free samples.,,,NULL,TRUE,TRUE,NULL,TRUE
273,Douchebags on their iPhones.,,,NULL,TRUE,FALSE,1.1,TRUE
274,Hurricane Katrina.,,,NULL,TRUE,TRUE,NULL,TRUE
275,Wearing underwear inside-out to avoid doing laundry.,,,NULL,TRUE,TRUE,NULL,TRUE
276,Republicans.,,,NULL,TRUE,TRUE,NULL,TRUE
277,The glass ceiling.,,,NULL,TRUE,TRUE,NULL,TRUE
278,A foul mouth.,,,NULL,TRUE,TRUE,NULL,TRUE
279,Jerking off into a pool of children's tears.,,,NULL,TRUE,TRUE,NULL,TRUE
280,Getting really high.,,,NULL,TRUE,TRUE,NULL,TRUE
281,The deformed.,,,NULL,TRUE,FALSE,1.1,TRUE
282,Michelle Obama's arms.,,,NULL,TRUE,TRUE,NULL,TRUE
283,Explosions.,,,NULL,TRUE,TRUE,NULL,TRUE
284,The Ubermensch.,,,NULL,TRUE,TRUE,NULL,TRUE
285,Donald Trump.,,,NULL,TRUE,FALSE,1.1,TRUE
286,Sarah Palin.,,,NULL,TRUE,TRUE,NULL,TRUE
287,Attitude.,,,NULL,TRUE,TRUE,NULL,TRUE
288,This answer is postmodern.,,,NULL,TRUE,FALSE,1.1,TRUE
289,Crumpets with the Queen.,,,NULL,TRUE,TRUE,NULL,TRUE
290,Crying into the pages of Sylvia Plath.,,,NULL,FALSE,FALSE,X3,TRUE
290,Frolicking.,,,NULL,TRUE,TRUE,NULL,TRUE
291,Team-building exercises.,,,NULL,TRUE,TRUE,NULL,TRUE
292,Repression.,,,NULL,TRUE,TRUE,NULL,TRUE
293,Road head.,,,NULL,TRUE,TRUE,NULL,TRUE
294,A bag of magic beans.,,,NULL,TRUE,TRUE,NULL,TRUE
295,An asymmetric boob job.,,,NULL,TRUE,TRUE,NULL,TRUE
296,Dead parents.,,,NULL,TRUE,TRUE,NULL,TRUE
297,Public ridicule.,,,NULL,TRUE,TRUE,NULL,TRUE
298,A mating display.,,,NULL,TRUE,TRUE,NULL,TRUE
299,A mime having a stroke.,,,NULL,TRUE,TRUE,NULL,TRUE
300,Stephen Hawking talking dirty.,,,NULL,TRUE,TRUE,NULL,TRUE
301,African children.,,,NULL,TRUE,FALSE,1.1,TRUE
302,Mouth herpes.,,,NULL,TRUE,TRUE,NULL,TRUE
303,Overcompensation.,,,NULL,TRUE,TRUE,NULL,TRUE
304,Bill Nye the Science Guy.,,,NULL,TRUE,TRUE,NULL,TRUE
305,Bitches.,,,NULL,TRUE,TRUE,NULL,TRUE
306,Italians.,,,NULL,TRUE,TRUE,NULL,TRUE
307,Have some more kugel.,,,NULL,TRUE,FALSE,1.1,TRUE
308,A windmill full of corpses.,,,NULL,TRUE,TRUE,NULL,TRUE
308,Having problems with ____? Try ____!,0,2,NULL,FALSE,FALSE,X3,FALSE
309,Having sex on top of a pizza.,,,NULL,FALSE,FALSE,X3,TRUE
309,"Her Royal Highness, Queen Elizabeth II.",,,NULL,TRUE,TRUE,NULL,TRUE
310,Crippling debt.,,,NULL,TRUE,FALSE,1.1,TRUE
310,Having shotguns for legs.,,,NULL,FALSE,FALSE,X3,TRUE
311,Adderall.,,,NULL,TRUE,TRUE,NULL,TRUE
312,A stray pube.,,,NULL,TRUE,TRUE,NULL,TRUE
313,A successful job interview begins with a firm handshake and ends with ____.,0,1,NULL,FALSE,FALSE,X3,FALSE
313,Shorties and blunts.,,,NULL,TRUE,FALSE,1.1,TRUE
314,Passing a kidney stone.,,,NULL,TRUE,TRUE,NULL,TRUE
315,Prancing.,,,NULL,TRUE,TRUE,NULL,TRUE
316,Leprosy.,,,NULL,TRUE,TRUE,NULL,TRUE
317,A brain tumor.,,,NULL,TRUE,TRUE,NULL,TRUE
318,Bees?,,,NULL,TRUE,TRUE,NULL,TRUE
319,Puppies!,,,NULL,TRUE,TRUE,NULL,TRUE
320,Cockfights.,,,NULL,TRUE,TRUE,NULL,TRUE
320,Putting an entire peanut buter and jelly sandwich into the VCR.,,,NULL,FALSE,FALSE,X3,TRUE
321,Kim Jong-il.,,,NULL,TRUE,TRUE,NULL,TRUE
322,Hope.,,,NULL,TRUE,TRUE,NULL,TRUE
323,8 oz. of sweet Mexican black-tar heroin.,,,NULL,TRUE,TRUE,NULL,TRUE
324,Incest.,,,NULL,TRUE,TRUE,NULL,TRUE
325,Grave robbing.,,,NULL,TRUE,TRUE,NULL,TRUE
326,Asians who aren't good at math.,,,NULL,TRUE,TRUE,NULL,TRUE
327,Alcoholism.,,,NULL,TRUE,TRUE,NULL,TRUE
328,(I am doing Kegels right now.),,,NULL,TRUE,FALSE,1.1,TRUE
329,Justin Bieber.,,,NULL,TRUE,TRUE,NULL,TRUE
330,The Jews.,,,NULL,TRUE,TRUE,NULL,TRUE
331,Bestiality.,,,NULL,TRUE,FALSE,1.1,TRUE
332,Winking at old people.,,,NULL,TRUE,TRUE,NULL,TRUE
333,Drum circles.,,,NULL,TRUE,FALSE,1.1,TRUE
334,Kids with ass cancer.,,,NULL,TRUE,TRUE,NULL,TRUE
335,Loose lips.,,,NULL,TRUE,TRUE,NULL,TRUE
336,Auschwitz.,,,NULL,TRUE,TRUE,NULL,TRUE
336,Lovin' you is easy 'cause you're ____.,0,1,NULL,FALSE,FALSE,X3,FALSE
337,Civilian casualties.,,,NULL,TRUE,TRUE,NULL,TRUE
338,Inappropriate yelling.,,,NULL,TRUE,FALSE,1.1,TRUE
339,Tangled Slinkys.,,,NULL,TRUE,TRUE,NULL,TRUE
340,Being on fire.,,,NULL,TRUE,TRUE,NULL,TRUE
341,The Thong Song.,,,NULL,TRUE,FALSE,1.1,TRUE
342,A vajazzled vagina.,,,NULL,TRUE,FALSE,1.1,TRUE
343,Riding off into the sunset.,,,NULL,TRUE,TRUE,NULL,TRUE
344,Exchanging pleasantries.,,,NULL,TRUE,TRUE,NULL,TRUE
345,My relationship status.,,,NULL,TRUE,TRUE,NULL,TRUE
346,Shaquille O'Neal's acting career.,,,NULL,TRUE,TRUE,NULL,TRUE
347,Being fabulous.,,,NULL,TRUE,TRUE,NULL,TRUE
348,Lactation.,,,NULL,TRUE,TRUE,NULL,TRUE
349,Not reciprocating oral sex.,,,NULL,TRUE,TRUE,NULL,TRUE
350,Nothing.,,,NULL,FALSE,FALSE,X3,TRUE
350,Sobbing into a Hungry-Man Frozen Dinner.,,,NULL,TRUE,FALSE,1.1,TRUE
351,My genitals.,,,NULL,TRUE,TRUE,NULL,TRUE
352,Date rape.,,,NULL,TRUE,TRUE,NULL,TRUE
352,My gym teacher got fired for adding ____ to the obstacle course.,0,1,NULL,FALSE,FALSE,X3,FALSE
353,Ring Pops.,,,NULL,TRUE,FALSE,1.1,TRUE
354,GoGurt.,,,NULL,TRUE,TRUE,NULL,TRUE
355,Going around punching people.,,,NULL,FALSE,FALSE,X3,TRUE
355,Judge Judy.,,,NULL,TRUE,TRUE,NULL,TRUE
356,Judging elves by the color of their skin and not by the content of their character.,,,NULL,FALSE,FALSE,X3,TRUE
356,Lumberjack fantasies.,,,NULL,TRUE,TRUE,NULL,TRUE
357,Jumping out at people.,,,NULL,FALSE,FALSE,X3,TRUE
357,The gays.,,,NULL,TRUE,TRUE,NULL,TRUE
358,Scientology.,,,NULL,TRUE,TRUE,NULL,TRUE
359,Estrogen.,,,NULL,TRUE,TRUE,NULL,TRUE
359,Screaming like a maniac.,,,NULL,FALSE,FALSE,X3,TRUE
360,Police brutality.,,,NULL,TRUE,TRUE,NULL,TRUE
361,Passable transvestites.,,,NULL,TRUE,TRUE,NULL,TRUE
362,The Virginia Tech Massacre.,,,NULL,TRUE,TRUE,NULL,TRUE
363,Tiger Woods.,,,NULL,TRUE,FALSE,1.1,TRUE
364,Dick fingers.,,,NULL,TRUE,TRUE,NULL,TRUE
365,Racism.,,,NULL,TRUE,TRUE,NULL,TRUE
366,Glenn Beck being harried by a swarm of buzzards.,,,NULL,TRUE,TRUE,NULL,TRUE
367,Surprise sex!,,,NULL,TRUE,TRUE,NULL,TRUE
368,Classist undertones.,,,NULL,TRUE,TRUE,NULL,TRUE
369,Booby-trapping the house to foil burglars.,,,NULL,TRUE,TRUE,NULL,TRUE
370,New Age music.,,,NULL,TRUE,TRUE,NULL,TRUE
371,PCP.,,,NULL,TRUE,FALSE,1.1,TRUE
372,A lifetime of sadness.,,,NULL,TRUE,TRUE,NULL,TRUE
373,Doin' it in the butt.,,,NULL,TRUE,TRUE,NULL,TRUE
374,Swooping.,,,NULL,TRUE,TRUE,NULL,TRUE
375,The Hamburglar.,,,NULL,TRUE,TRUE,NULL,TRUE
376,Tentacle porn.,,,NULL,TRUE,TRUE,NULL,TRUE
377,A hot mess.,,,NULL,TRUE,TRUE,NULL,TRUE
378,Too much hair gel.,,,NULL,TRUE,TRUE,NULL,TRUE
379,A look-see.,,,NULL,TRUE,TRUE,NULL,TRUE
380,Not giving a shit about the Third World.,,,NULL,TRUE,TRUE,NULL,TRUE
381,American Gladiators.,,,NULL,TRUE,TRUE,NULL,TRUE
381,Not having sex.,,,NULL,FALSE,FALSE,X3,TRUE
382,The Kool-Aid Man.,,,NULL,TRUE,TRUE,NULL,TRUE
383,Mr. Snuffleupagus.,,,NULL,TRUE,FALSE,1.1,TRUE
384,Barack Obama.,,,NULL,TRUE,TRUE,NULL,TRUE
385,Golden showers.,,,NULL,TRUE,TRUE,NULL,TRUE
386,Wiping her butt.,,,NULL,TRUE,TRUE,NULL,TRUE
387,Queefing.,,,NULL,TRUE,TRUE,NULL,TRUE
387,"With enough time and pressure, ____ will turn into ____.",0,2,NULL,FALSE,FALSE,X3,FALSE
388,Getting drunk on mouthwash.,,,NULL,TRUE,TRUE,NULL,TRUE
389,An M. Night Shyamalan plot twist.,,,NULL,TRUE,TRUE,NULL,TRUE
390,A robust mongoloid.,,,NULL,TRUE,TRUE,NULL,TRUE
391,Nazis.,,,NULL,TRUE,TRUE,NULL,TRUE
392,White privilege.,,,NULL,TRUE,TRUE,NULL,TRUE
393,An erection that lasts longer than four hours.,,,NULL,TRUE,TRUE,NULL,TRUE
394,A disappointing birthday party.,,,NULL,TRUE,TRUE,NULL,TRUE
395,Puberty.,,,NULL,TRUE,TRUE,NULL,TRUE
396,Two midgets shitting into a bucket.,,,NULL,TRUE,TRUE,NULL,TRUE
397,Wifely duties.,,,NULL,TRUE,TRUE,NULL,TRUE
398,The forbidden fruit.,,,NULL,TRUE,TRUE,NULL,TRUE
398,Wil Wheaton crashing an actual spaceship.,,,NULL,FALSE,FALSE,X3,TRUE
399,Getting so angry that you pop a boner.,,,NULL,TRUE,TRUE,NULL,TRUE
400,Sexual tension.,,,NULL,TRUE,TRUE,NULL,TRUE
401,Third base.,,,NULL,TRUE,TRUE,NULL,TRUE
402,A gassy antelope.,,,NULL,TRUE,TRUE,NULL,TRUE
403,Those times when you get sand in your vagina.,,,NULL,TRUE,FALSE,1.1,TRUE
404,A Super Soaker full of cat pee.,,,NULL,TRUE,TRUE,NULL,TRUE
405,Muhammed (Praise Be Unto Him).,,,NULL,TRUE,TRUE,NULL,TRUE
406,Racially-biased SAT questions.,,,NULL,TRUE,TRUE,NULL,TRUE
407,Porn stars.,,,NULL,TRUE,TRUE,NULL,TRUE
408,A fetus.,,,NULL,TRUE,TRUE,NULL,TRUE
409,Obesity.,,,NULL,TRUE,TRUE,NULL,TRUE
410,When you fart and a little bit comes out.,,,NULL,TRUE,TRUE,NULL,TRUE
411,Oompa-Loompas.,,,NULL,TRUE,TRUE,NULL,TRUE
411,"When you get right down to it, ____ is just ____.",0,2,NULL,FALSE,FALSE,X3,FALSE
412,BATMAN!!!,,,NULL,TRUE,TRUE,NULL,TRUE
413,Black people.,,,NULL,TRUE,TRUE,NULL,TRUE
414,Tasteful sideboob.,,,NULL,TRUE,TRUE,NULL,TRUE
415,Hot people.,,,NULL,TRUE,TRUE,NULL,TRUE
416,Grandma.,,,NULL,TRUE,TRUE,NULL,TRUE
417,Copping a feel.,,,NULL,TRUE,TRUE,NULL,TRUE
418,The Trail of Tears.,,,NULL,TRUE,TRUE,NULL,TRUE
419,Famine.,,,NULL,TRUE,TRUE,NULL,TRUE
420,Finger painting.,,,NULL,TRUE,TRUE,NULL,TRUE
421,The miracle of childbirth.,,,NULL,TRUE,TRUE,NULL,TRUE
422,Goats eating coins.,,,NULL,TRUE,TRUE,NULL,TRUE
423,A monkey smoking a cigar.,,,NULL,TRUE,TRUE,NULL,TRUE
424,Faith healing.,,,NULL,TRUE,FALSE,1.1,TRUE
425,Parting the Red Sea.,,,NULL,TRUE,TRUE,NULL,TRUE
426,Dead babies.,,,NULL,TRUE,TRUE,NULL,TRUE
427,The Amish.,,,NULL,TRUE,TRUE,NULL,TRUE
428,Impotence.,,,NULL,TRUE,FALSE,1.1,TRUE
429,Child beauty pageants.,,,NULL,TRUE,TRUE,NULL,TRUE
430,Centaurs.,,,NULL,TRUE,TRUE,NULL,TRUE
431,AXE Body Spray.,,,NULL,TRUE,TRUE,NULL,TRUE
432,Kanye West.,,,NULL,TRUE,TRUE,NULL,TRUE
433,Women's suffrage.,,,NULL,TRUE,TRUE,NULL,TRUE
434,Children on leashes.,,,NULL,TRUE,TRUE,NULL,TRUE
435,Harry Potter erotica.,,,NULL,TRUE,TRUE,NULL,TRUE
436,The Dance of the Sugar Plum Fairy.,,,NULL,TRUE,TRUE,NULL,TRUE
437,Lance Armstrong's missing testicle.,,,NULL,TRUE,TRUE,NULL,TRUE
438,Dwarf tossing.,,,NULL,TRUE,TRUE,NULL,TRUE
439,Dying alone and in pain.,,,NULL,FALSE,FALSE,X3,TRUE
439,Mathletes.,,,NULL,TRUE,TRUE,NULL,TRUE
440,Lunchables.,,,NULL,TRUE,TRUE,NULL,TRUE
441,Women in yogurt commercials.,,,NULL,TRUE,TRUE,NULL,TRUE
442,John Wilkes Booth.,,,NULL,TRUE,TRUE,NULL,TRUE
443,Powerful thighs.,,,NULL,TRUE,TRUE,NULL,TRUE
444,"Mr. Clean, right behind you.",,,NULL,TRUE,TRUE,NULL,TRUE
445,Multiple stab wounds.,,,NULL,TRUE,TRUE,NULL,TRUE
446,Cybernetic enhancements.,,,NULL,TRUE,TRUE,NULL,TRUE
447,Serfdom.,,,NULL,TRUE,TRUE,NULL,TRUE
448,Another goddamn vampire movie.,,,NULL,TRUE,TRUE,NULL,TRUE
449,Glenn Beck catching his scrotum on a curtain hook.,,,NULL,TRUE,TRUE,NULL,TRUE
450,A big hoopla about nothing.,,,NULL,TRUE,TRUE,NULL,TRUE
451,Peeing a little bit.,,,NULL,TRUE,TRUE,NULL,TRUE
452,The Hustle.,,,NULL,TRUE,TRUE,NULL,TRUE
453,Ghosts.,,,NULL,TRUE,TRUE,NULL,TRUE
454,Bananas in Pajamas.,,,NULL,TRUE,FALSE,1.1,TRUE
454,Girls that always be textin'.,,,NULL,FALSE,FALSE,X3,TRUE
455,Active listening.,,,NULL,TRUE,TRUE,NULL,TRUE
456,Dry heaving.,,,NULL,TRUE,TRUE,NULL,TRUE
457,Kamikaze pilots.,,,NULL,TRUE,TRUE,NULL,TRUE
458,The Force.,,,NULL,TRUE,TRUE,NULL,TRUE
459,Anal beads.,,,NULL,TRUE,TRUE,NULL,TRUE
460,The Make-A-Wish Foundation.,,,NULL,TRUE,TRUE,NULL,TRUE
461,Flying sex snakes.,,,NULL,FALSE,TRUE,1.2,TRUE
462,MechaHitler.,,,NULL,FALSE,TRUE,1.2,TRUE
463,Getting naked and watching Nickelodeon.,,,NULL,FALSE,TRUE,1.2,TRUE
464,Charisma.,,,NULL,FALSE,TRUE,1.2,TRUE
465,Morgan Freeman's voice.,,,NULL,FALSE,TRUE,1.2,TRUE
466,Breaking out into song and dance.,,,NULL,FALSE,TRUE,1.2,TRUE
467,Soup that is too hot.,,,NULL,FALSE,TRUE,1.2,TRUE
468,Chutzpah.,,,NULL,FALSE,TRUE,1.2,TRUE
469,Unfathomable stupidity.,,,NULL,FALSE,TRUE,1.2,TRUE
470,Horrifying laser hair removal accidents.,,,NULL,FALSE,TRUE,1.2,TRUE
471,Boogers.,,,NULL,FALSE,TRUE,1.2,TRUE
472,A Bop It.,,,NULL,FALSE,TRUE,1.2,TRUE
473,A botched circumcision.,,,NULL,FALSE,FALSE,X3,TRUE
473,Expecting a burp and vomiting on the floor.,,,NULL,FALSE,TRUE,1.2,TRUE
474,A defective condom.,,,NULL,FALSE,TRUE,1.2,TRUE
475,Teenage pregnancy.,,,NULL,FALSE,TRUE,1.2,TRUE
476,Hot cheese.,,,NULL,FALSE,TRUE,1.2,TRUE
477,A mopey zoo lion.,,,NULL,FALSE,TRUE,1.2,TRUE
478,Shapeshifters.,,,NULL,FALSE,TRUE,1.2,TRUE
479,The Care Bear Stare.,,,NULL,FALSE,TRUE,1.2,TRUE
480,Erectile dysfunction.,,,NULL,FALSE,TRUE,1.2,TRUE
481,The chronic.,,,NULL,FALSE,TRUE,1.2,TRUE
482,Home video of Oprah sobbing into a Lean Cuisine.,,,NULL,FALSE,TRUE,1.2,TRUE
483,Tweeting.,,,NULL,FALSE,TRUE,1.2,TRUE
484,Firing a rifle into the air while balls deep in a squealing hog.,,,NULL,FALSE,TRUE,1.2,TRUE
485,Fisting.,,,NULL,FALSE,FALSE,X3,TRUE
485,Nicolas Cage.,,,NULL,FALSE,TRUE,1.2,TRUE
486,Euphoria by Calvin Klein.,,,NULL,FALSE,TRUE,1.2,TRUE
487,Switching to Geico.,,,NULL,FALSE,TRUE,1.2,TRUE
488,A gentle caress of the inner thigh.,,,NULL,FALSE,TRUE,1.2,TRUE
489,Poor life choices.,,,NULL,FALSE,TRUE,1.2,TRUE
490,Embryonic stem cells.,,,NULL,FALSE,TRUE,1.2,TRUE
491,Customer service representatives.,,,NULL,FALSE,TRUE,1.2,TRUE
492,The Little Engine That Could.,,,NULL,FALSE,TRUE,1.2,TRUE
493,Lady Gaga.,,,NULL,FALSE,TRUE,1.2,TRUE
494,A death ray.,,,NULL,FALSE,TRUE,1.2,TRUE
495,Vigilante justice.,,,NULL,FALSE,TRUE,1.2,TRUE
496,Exactly what you'd expect.,,,NULL,FALSE,TRUE,1.2,TRUE
497,Natural male enhancement.,,,NULL,FALSE,TRUE,1.2,TRUE
498,Passive-aggressive Post-it notes.,,,NULL,FALSE,TRUE,1.2,TRUE
499,Inappropriate yodeling.,,,NULL,FALSE,TRUE,1.2,TRUE
500,A homoerotic volleyball montage.,,,NULL,FALSE,TRUE,1.2,TRUE
501,Actually taking candy from a baby.,,,NULL,FALSE,TRUE,1.2,TRUE
502,Jibber-jabber.,,,NULL,FALSE,TRUE,1.2,TRUE
503,Crystal meth.,,,NULL,FALSE,TRUE,1.2,TRUE
504,My inner demons.,,,NULL,FALSE,TRUE,1.2,TRUE
505,My life is ruled by a vicious cycle of ____ and ____.,0,2,NULL,FALSE,FALSE,X3,FALSE
505,Pac-Man uncontrollably guzzling cum.,,,NULL,FALSE,TRUE,1.2,TRUE
506,My vagina.,,,NULL,FALSE,TRUE,1.2,TRUE
507,The Donald Trump Seal of Approval.,,,NULL,FALSE,TRUE,1.2,TRUE
508,The true meaning of Christmas.,,,NULL,FALSE,TRUE,1.2,TRUE
1004,"O Canada, we stand on guard for ____.",0,1,NULL,FALSE,FALSE,CAN,FALSE
1005,Air Canada guidelines now prohibit ____ on airplanes.,0,1,NULL,FALSE,FALSE,CAN,FALSE
1006,"In an attempt to reach a wider audience, the Royal Ontario Museum has opened an interactive exhibit on ____.",0,1,NULL,FALSE,FALSE,CAN,FALSE
1007,"CTV presents ____, the story of ____.",0,2,NULL,FALSE,FALSE,CAN,FALSE
1008,What's the Canadian government using to inspire rural students to succeed?,0,1,NULL,FALSE,FALSE,CAN,FALSE
1010,Mr. Dressup.,,,NULL,FALSE,FALSE,CAN,TRUE
1011,Being Canadian.,,,NULL,FALSE,FALSE,CAN,TRUE
1012,The Famous Five.,,,NULL,FALSE,FALSE,CAN,TRUE
1013,Stephen Harper.,,,NULL,FALSE,FALSE,CAN,TRUE
1014,The Royal Canadian Mounted Police.,,,NULL,FALSE,FALSE,CAN,TRUE
1015,An icy handjob from an Edmonton hooker.,,,NULL,FALSE,FALSE,CAN,TRUE
1016,Poutine.,,,NULL,FALSE,FALSE,CAN,TRUE
1017,Newfies.,,,NULL,FALSE,FALSE,CAN,TRUE
1018,The Official Languages Act. La Loi sur les langues officielles.,,,NULL,FALSE,FALSE,CAN,TRUE
1019,Terry Fox's prosthetic leg.,,,NULL,FALSE,FALSE,CAN,TRUE
1020,The FLQ.,,,NULL,FALSE,FALSE,CAN,TRUE
1021,Canada: America's Hat.,,,NULL,FALSE,FALSE,CAN,TRUE
1022,Don Cherry's wardrobe.,,,NULL,FALSE,FALSE,CAN,TRUE
1023,Burning down the White House.,,,NULL,FALSE,FALSE,CAN,TRUE
1024,Heritage minutes.,,,NULL,FALSE,FALSE,CAN,TRUE
1025,Homo milk.,,,NULL,FALSE,FALSE,CAN,TRUE
1026,Naked News.,,,NULL,FALSE,FALSE,CAN,TRUE
1027,Syrupy sex with a maple tree.,,,NULL,FALSE,FALSE,CAN,TRUE
1028,Snotsicles.,,,NULL,FALSE,FALSE,CAN,TRUE
1029,Schmirler the Curler.,,,NULL,FALSE,FALSE,CAN,TRUE
1030,A Molson muscle.,,,NULL,FALSE,FALSE,CAN,TRUE
1032,"Daddy, why is Mommy crying?",0,1,NULL,FALSE,FALSE,B,FALSE
1034,A bitch slap.,,,NULL,FALSE,FALSE,B,TRUE
1035,One trillion dollars.,,,NULL,FALSE,FALSE,B,TRUE
1036,Chunks of dead prostitute.,,,NULL,FALSE,FALSE,B,TRUE
1037,The entire Mormon Tabernacle Choir.,,,NULL,FALSE,FALSE,B,TRUE
1038,The female orgasm.,,,NULL,FALSE,FALSE,B,TRUE
1039,Extremely tight pants.,,,NULL,FALSE,FALSE,B,TRUE
1040,Stormtroopers.,,,NULL,FALSE,FALSE,B,TRUE
1041,The Boy Scouts of America.,,,NULL,FALSE,FALSE,B,TRUE
1042,Throwing a virgin into a volcano.,,,NULL,FALSE,FALSE,B,TRUE
1045,He who controls ____ controls the world.,0,1,NULL,FALSE,FALSE,X1,FALSE
1046,The CIA now interrogates enemy agents by repeatedly subjecting them to ____.,0,1,NULL,FALSE,FALSE,X1,FALSE
1047,"Dear Sir or Madam, We regret to inform you that the Office of ____ has denied your request for ____.",0,2,NULL,FALSE,FALSE,X1,FALSE
1048,"In Rome, there are whisperings that the Vatican has a secret room devoted to ____.",0,1,NULL,FALSE,FALSE,X1,FALSE
1049,Science will never explain the origin of ____.,0,1,NULL,FALSE,FALSE,X1,FALSE
